theme3_id,theme_label,step_index,from_cluster2_id,to_cluster2_id,from_date,to_date,from_horizon_values,to_horizon_values,horizon_drift,from_certainty,to_certainty,certainty_drift,lexical_drift,drift_score,from_quote,to_quote
theme3_e1bb6980432f,reasoning_common_sense,6,cluster2_f6b90686ec4d,cluster2_a6165eb54986,2024-06-30,2024-07-28,,,stable,balanced,balanced,stable,1.000,1,Neurosymbolic AI has long been an underdog; in the end I expect it to come from behind and be essential.,"Two of the most dominant (and in my humble opinion most misguided) figures in AI, Geoffrey Hinton and Yann LeCun have, for various reasons never fully explained, fought this potential approach (and me, via endless ad hominem)—for years."
theme3_e1bb6980432f,reasoning_common_sense,7,cluster2_a6165eb54986,cluster2_a4350b11b0b5,2024-07-28,2024-08-01,,,stable,balanced,high_assertion,changed,1.000,1,"Two of the most dominant (and in my humble opinion most misguided) figures in AI, Geoffrey Hinton and Yann LeCun have, for various reasons never fully explained, fought this potential approach (and me, via endless ad hominem)—for years.",Symbolic systems have always been good for outliers; neural networks have always struggled with them.
theme3_e1bb6980432f,reasoning_common_sense,8,cluster2_a4350b11b0b5,cluster2_45e0cfe248ec,2024-08-01,2024-10-11,,,stable,high_assertion,balanced,changed,0.882,1,Symbolic systems have always been good for outliers; neural networks have always struggled with them.,Neurosymbolic AI — combining such machinery with neural networks – is likely a necessary condition for going forward.
theme3_e1bb6980432f,reasoning_common_sense,9,cluster2_45e0cfe248ec,cluster2_b34f371609f1,2024-10-11,2025-01-05,,,stable,balanced,balanced,stable,0.976,1,Neurosymbolic AI — combining such machinery with neural networks – is likely a necessary condition for going forward.,"There is not much reason to think that a robot could actually use such video streams in a practical sense to reliably navigate, act, and plan in the real world. § If general purpose domestic robots are a long way away, “AI agents” —AI systems that act in the world on user’s behalf—are already here to a limited degree."
theme3_e1bb6980432f,reasoning_common_sense,10,cluster2_b34f371609f1,cluster2_00b9b6453624,2025-01-05,2025-07-13,,,stable,balanced,balanced,stable,1.000,1,"There is not much reason to think that a robot could actually use such video streams in a practical sense to reliably navigate, act, and plan in the real world. § If general purpose domestic robots are a long way away, “AI agents” —AI systems that act in the world on user’s behalf—are already here to a limited degree.",Advances in neurosymbolic AI are likely to be just one part of a larger picture .
theme3_e1bb6980432f,reasoning_common_sense,11,cluster2_00b9b6453624,cluster2_2a85ac0fd642,2025-07-13,2025-07-13,,,stable,balanced,balanced,stable,1.000,1,Advances in neurosymbolic AI are likely to be just one part of a larger picture .,"Forever stuck in the realm of correlations, neural networks would never, with any amount of data or compute, be able to understand causal relationships-why things are the way they are-and thus perform causal reasoning."
theme3_e1bb6980432f,reasoning_common_sense,12,cluster2_2a85ac0fd642,cluster2_bc3968d0a051,2025-07-13,2025-07-13,,,stable,balanced,balanced,stable,0.941,1,"Forever stuck in the realm of correlations, neural networks would never, with any amount of data or compute, be able to understand causal relationships-why things are the way they are-and thus perform causal reasoning.","The core notion has always been that the two main strands of AI—neural networks and symbolic manipulation— complement each other, with different strengths and weaknesses."
theme3_e1bb6980432f,reasoning_common_sense,13,cluster2_bc3968d0a051,cluster2_cdae4196aa97,2025-07-13,2025-07-13,,,stable,balanced,balanced,stable,0.974,1,"The core notion has always been that the two main strands of AI—neural networks and symbolic manipulation— complement each other, with different strengths and weaknesses.","As Phil Libin put it to me, “trying to improve the results [of o3] by continuing to talk with it rarely works after the first few prompts… It’s either gonna get it right in 5 minutes, or never.” Neurosymbolic AI is not one thing, but many. o3’s use of neurosymbolic AI is very different from AlphaFold’s use of neurosymbolic AI."
theme3_e1bb6980432f,reasoning_common_sense,14,cluster2_cdae4196aa97,cluster2_f30633127ae4,2025-07-13,2025-07-13,,,stable,balanced,balanced,stable,0.941,1,"As Phil Libin put it to me, “trying to improve the results [of o3] by continuing to talk with it rarely works after the first few prompts… It’s either gonna get it right in 5 minutes, or never.” Neurosymbolic AI is not one thing, but many. o3’s use of neurosymbolic AI is very different from AlphaFold’s use of neurosymbolic AI.","Over the years, many in the machine learning field derided attempts to use symbolic tools, often ridiculing them (without genuine argument) as being “not biologically plausible” or somehow (never really specified) in-principle ineffective. § Most iconic and influential among the detractors of neurosymbolic approaches has been Geoffrey Hinton."
theme3_e1bb6980432f,reasoning_common_sense,15,cluster2_f30633127ae4,cluster2_5f92defa1a24,2025-07-13,2025-11-18,,,stable,balanced,balanced,stable,0.955,1,"Over the years, many in the machine learning field derided attempts to use symbolic tools, often ridiculing them (without genuine argument) as being “not biologically plausible” or somehow (never really specified) in-principle ineffective. § Most iconic and influential among the detractors of neurosymbolic approaches has been Geoffrey Hinton.","In fact, the leading chess AI, Stockfish , has for the last several years been a neurosymbolic hybrid model, using a neural network to evaluate moves, but a symbolic infrastructure to search moves and (if I understand the source code correctly) decide which are the possible moves to evaluate, as in this bit of C++ source code: https://github.com/official stockfish/Stockfish/blob/master/src/movegen.cpp which symbolically generates candidate moves based on a (world) model of the board."
theme3_e1bb6980432f,reasoning_common_sense,16,cluster2_5f92defa1a24,cluster2_fb0cee45fb61,2025-11-18,2026-01-06,,,stable,balanced,balanced,stable,0.974,1,"In fact, the leading chess AI, Stockfish , has for the last several years been a neurosymbolic hybrid model, using a neural network to evaluate moves, but a symbolic infrastructure to search moves and (if I understand the source code correctly) decide which are the possible moves to evaluate, as in this bit of C++ source code: https://github.com/official stockfish/Stockfish/blob/master/src/movegen.cpp which symbolically generates candidate moves based on a (world) model of the board.","In reality, others that he rarely or never cites had been concerned about the problem for years, going back to John McCarthy (one of AI’s actual godfathers) in the late 1950’s, Pat Hayes in the 1970s and 1980s and in this last two decades by my long-term collaborator Ernest Davis, literally in the same department as LeCun at NYU for the last quarter century, yet Davis’ work on commonsense reasoning is mentioned by LeCun scandalously rarely."
theme3_e8ec12058b83,agi_timeline,1,cluster2_aeb9331d0864,cluster2_4bbfb4ff7e9a,2024-03-10,2024-08-01,2020-12-31,,less_specific,balanced,balanced,stable,1.000,2,"It has flitted from fad to fad decade by decade, always promising the moon, and only occasionally delivering” Still true. “In November 2020, Hinton told MIT Technology Review that “deep learning is going to be able to do everything.” I seriously doubt it.",Gary Marcus has been studying natural and artificial intelligence for three decades and still lives in the hope that AI researchers will someday come to have more respect for the cognitive sciences.
theme3_e8ec12058b83,agi_timeline,2,cluster2_4bbfb4ff7e9a,cluster2_e15a013b83e9,2024-08-01,2024-10-24,,,stable,balanced,balanced,stable,0.958,1,Gary Marcus has been studying natural and artificial intelligence for three decades and still lives in the hope that AI researchers will someday come to have more respect for the cognitive sciences.,There are some years where decades happen Some think automated AI scientists will make decades of discoveries in just years.
theme3_e8ec12058b83,agi_timeline,3,cluster2_e15a013b83e9,cluster2_7b236f6e9099,2024-10-24,2025-04-02,,,stable,balanced,balanced,stable,0.950,1,There are some years where decades happen Some think automated AI scientists will make decades of discoveries in just years.,"Slightly over a decade later, I think it’s fair to say that Goostman contributed nothing of lasting value to AI."
theme3_e8ec12058b83,agi_timeline,4,cluster2_7b236f6e9099,cluster2_3b1b97b8ccf6,2025-04-02,2025-05-22,,within_10_years,more_specific,balanced,balanced,stable,0.950,1,"Slightly over a decade later, I think it’s fair to say that Goostman contributed nothing of lasting value to AI.","The logic for their prediction that “superhuman AI over the next decade will exceed the Industrial Revolution”, though, is thin."
