cluster_id,canonical_norm,representative_claim,category_mode,claim_type_mode,falsifiability_tier_mode,target_mode,first_date,last_date,occurrences,source_posts,source_urls,supporting_claim_ids
cluster_28d8db601bc5,and industry standard measures are unlikely to be enough in any event mit professor dylan hadfield menell makes a further point endorsing the samuel marks thread above and adding this is why we need to go beyond voluntary safety standards,"And industry-standard measures are unlikely to be enough, in any event. § MIT Professor Dylan Hadfield-Menell makes a further point, endorsing the Samuel Marks thread above and adding “this is why we need to go beyond voluntary safety standards.",policy,normative,tier_3,ai_safety,2025-07-15,2025-07-15,1,why-my-pdoom-has-risen-dramatically,https://garymarcus.substack.com/p/why-my-pdoom-has-risen-dramatically,claim_00922
cluster_5047c5cc2929,and if the openai staff leaves nobody will offer much for what s left over there has never been a solution to the hallucination problem and it s not clear that there will be until we find a new paradigm as altman himself partly acknowledged last week when he did his best gary marcus impression,"(And if the OpenAI staff leaves, nobody will offer much for what’s left over.) There has never been a solution to the hallucination problem, and it’s not clear that there will be until we find a new paradigm, as Altman himself partly acknowledged last week, when he did his best Gary Marcus impression .",prediction,predictive,tier_2,openai,2023-11-26,2023-11-26,1,top-5-reasons-why-openai-was-probably,https://garymarcus.substack.com/p/top-5-reasons-why-openai-was-probably,claim_00349
cluster_3ee83d0d8fd8,and how the candidates plan to deal with a likely rise in market manipulation using ai generated misinformation,And how the candidates plan to deal with a likely rise in market manipulation using AI-generated misinformation.,industry_market,descriptive,tier_3,ai_safety,2024-09-10,2024-09-10,1,what-will-the-candidates-say-about,https://garymarcus.substack.com/p/what-will-the-candidates-say-about,claim_00576
cluster_ad90a3708185,and here is why all this matters safety which is what tegmark really cares about is not going to emerge anytime soon and probably ever from hit or miss systems that substitute correlation for a factual structured interrogable representations of the world,"And here is why all this matters: safety, which is what Tegmark really cares about, is not going to emerge anytime soon, and probably ever, from hit-or-miss systems that substitute correlation for a factual, structured, interrogable representations of the world.",prediction,predictive,tier_1,ai_safety,2023-10-05,2023-10-05,1,muddles-about-models,https://garymarcus.substack.com/p/muddles-about-models,claim_00285
cluster_4138aff4dd1c,and here is a similar example shared on social media by wall street journal reporter christopher mims arguably even more absurd grok itself has for what s it worth i never take llms entirely seriously claimed that it has been told to do this not sure how seriously to take grok s answer,"And here is a similar example shared on social media by Wall Street Journal reporter Christopher Mims, arguably even more absurd: Grok itself has (for what’s it worth, I never take LLMs entirely seriously) claimed that it has been told to do this: Not sure how seriously to take Grok’s answer.",technical_assessment,descriptive,tier_2,llms,2025-05-15,2025-05-15,1,has-grok-lost-its-mind-and-mind-melded,https://garymarcus.substack.com/p/has-grok-lost-its-mind-and-mind-melded,claim_00832
cluster_446f991d3c54,and even though i highly doubt agi will arrive in three years i can t absolutely promise you it won t happen in 10,"And even though I highly doubt AGI will arrive in three years, I can’t absolutely promise you it won’t happen in 10.",prediction,predictive,tier_2,agi,2025-05-22,2025-05-22,1,the-ai-2027-scenario-how-realistic,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic,claim_00851
cluster_a3f2bc1231a8,and even though he thinks the west will continue to outcompete china on ai brundage writes that autocratic countries have more than enough gas in the tank of computing hardware and algorithmic progress to build very sophisticated capabilities so cooperation will be essential,"And even though he thinks the West will continue to outcompete China on AI, Brundage writes that autocratic countries have: more than enough ‘gas in the tank’ of computing hardware and algorithmic progress… to build very sophisticated capabilities, so cooperation will be essential.",prediction,predictive,tier_3,general_ai,2024-10-24,2024-10-24,1,end-of-an-era-openais-agi-readiness,https://garymarcus.substack.com/p/end-of-an-era-openais-agi-readiness,claim_00602
cluster_39d123d9726c,and best humans still outperformed the model until there is considerable external scientific scrutiny so far there has been none we won t really know exactly what the o3 advance is or how important it is what we saw is not agi,"(And best humans still outperformed the model). ⁃ Until there is considerable external scientific scrutiny (so far there has been none), we won’t really know exactly what the o3 advance is or how important it is. ⁃ What we saw is not AGI.",technical_assessment,descriptive,tier_2,agi,2024-12-22,2024-12-22,1,c39,https://garymarcus.substack.com/p/c39,claim_00663
cluster_39c622bf540b,and as rao told me in a message this morning the fact that llms lrms don t reliably learn any single underlying algorithm is not a complete deal killer on their use,"And as Rao told me in a message this morning, “the fact that LLMs/LRMs don't reliably learn any single underlying algorithm is not a complete deal killer on their use.",technical_assessment,descriptive,tier_2,llms,2025-07-03,2025-07-03,1,a-knockout-blow-for-llms,https://garymarcus.substack.com/p/a-knockout-blow-for-llms,claim_00883
cluster_8628a69553d6,and as it all starts to fall apart trump will bolt for the door coffee chatbot we hardly knew ye trump will be overheard to say,"And as it all starts to fall apart, Trump will bolt for the door. “Coffee chatbot, we hardly knew ye,” Trump will be overheard to say.",prediction,predictive,tier_2,general_ai,2026-01-06,2026-01-06,1,the-possibly-coming-ai-backlash-and,https://garymarcus.substack.com/p/the-possibly-coming-ai-backlash-and,claim_01091
cluster_f4219fe0ccc7,and as i will argue at the end stoking fear uncertainty and doubt may actually ultimately be harming the noble cause of ai safety rather than helping it because ai 2027 has caused such a stir it is worth dissecting its dark scenario 1 in detail,"And, as I will argue at the end, stoking fear, uncertainty and doubt may actually ultimately be harming the (noble!) cause of AI safety, rather than helping it. § Because AI 2027 has caused such a stir, it is worth dissecting its dark “scenario” 1 in detail.",prediction,causal,tier_1,ai_safety,2025-05-22,2025-05-22,1,the-ai-2027-scenario-how-realistic,https://garymarcus.substack.com/p/the-ai-2027-scenario-how-realistic,claim_00838
cluster_b415cd286266,and all this from a company thought or claimed that gpt 5 was going to be tantamount to agi spoiler alert it wasn t for good measure oracle doesn t have the chips they would need to fulfill the contracts or even the cash to buy them,"And all this from a company thought (or claimed) that GPT-5 was going to be tantamount to AGI (spoiler alert: it wasn’t) For good measure Oracle doesn’t have the chips they would need to fulfill the contracts, or even the cash to buy them.",policy,normative,tier_3,agi,2025-09-11,2025-09-11,1,peak-bubble,https://garymarcus.substack.com/p/peak-bubble,claim_00986
